CLASE_LIB;AUTOR;AUTOR_PRINCIPAL;AÑO_EDICION;TITULO;EDITOR;TIPO;TAMAÑO;NUMCOLECCION
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 06;Ed Sopena;pdf;14.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 07;Ed Sopena;pdf;11.3;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 08;Ed Sopena;pdf;11.5;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 09;Ed Sopena;pdf;11.3;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 10;Ed Sopena;pdf;11.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 11;Ed Sopena;pdf;11.8;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 12;Ed Sopena;pdf;14.8;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 13;Ed Sopena;pdf;12.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 14;Ed Sopena;pdf;11.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 15;Ed Sopena;pdf;13.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 16;Ed Sopena;pdf;11.7;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 17;Ed Sopena;pdf;12.8;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1975;Cuaderno teorico 18;Ed Sopena;pdf;11.6;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 19;Ed Sopena;pdf;13.4;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 20;Ed Sopena;pdf;11.4;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 21;Ed Sopena;pdf;12.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 22;Ed Sopena;pdf;2.7;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 23;Ed Sopena;pdf;12;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 24;Ed Sopena;pdf;2.3;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 25;Ed Sopena;pdf;11;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 26;Ed Sopena;pdf;14.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 27;Ed Sopena;pdf;11.8;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 28;Ed Sopena;pdf;11.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1976;Cuaderno teorico 29;Ed Sopena;pdf;11.5;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 30;Ed Sopena;pdf;28.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 31;Ed Sopena;pdf;11.6;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 32;Ed Sopena;pdf;26.7;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 33;Ed Sopena;pdf;11.8;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 34;Ed Sopena;pdf;24.6;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 35;Ed Sopena;pdf;11.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 36;Ed Sopena;pdf;25.5;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 37;Ed Sopena;pdf;11.8;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 38;Ed Sopena;pdf;11.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 39;Ed Sopena;pdf;12.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 40;Ed Sopena;pdf;26.7;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 41;Ed Sopena;pdf;11.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1977;Cuaderno teorico 42;Ed Sopena;pdf;29.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 43;Ed Sopena;pdf;12;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 44;Ed Sopena;pdf;8.3;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 45;Ed Sopena;pdf;8.6;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 46;Ed Sopena;pdf;8.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 47;Ed Sopena;pdf;12.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 48;Ed Sopena;pdf;12.3;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 49;Ed Sopena;pdf;8;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 50;Ed Sopena;pdf;7.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 51;Ed Sopena;pdf;8.3;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 52;Ed Sopena;pdf;12.4;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 53;Ed Sopena;pdf;10.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1978;Cuaderno teorico 54;Ed Sopena;pdf;12.4;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 55;Ed Sopena;pdf;8.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 56;Ed Sopena;pdf;8.7;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 57;Ed Sopena;pdf;8.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 58;Ed Sopena;pdf;10;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 59;Ed Sopena;pdf;11.6;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 60;Ed Sopena;pdf;11.5;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 61;Ed Sopena;pdf;11.5;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 62;Ed Sopena;pdf;12;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 63;Ed Sopena;pdf;12.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 64;Ed Sopena;pdf;12.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 65;Ed Sopena;pdf;11.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 66;Ed Sopena;pdf;2.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1979;Cuaderno teorico 67;Ed Sopena;pdf;12;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 68;Ed Sopena;pdf;2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 69;Ed Sopena;pdf;12.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 70;Ed Sopena;pdf;11.3;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 71;Ed Sopena;pdf;11.7;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 72;Ed Sopena;pdf;11.6;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 73;Ed Sopena;pdf;12.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 74;Ed Sopena;pdf;3.9;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 75;Ed Sopena;pdf;11.2;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 76;Ed Sopena;pdf;11;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 77;Ed Sopena;pdf;11.1;
Aperturas;Studenetzky Moisés;Studenetzky Moisés;1980;Cuaderno teorico 78;Ed Sopena;pdf;11.4;
Aperturas;Suetin Alexei;Suetin Alexei;1988;Caro Kann Defence;Ed Batsford;pdf;9.2;
Aperturas;Suetin Alexei;Suetin Alexei;1991;The Complete Grunfeld;Ed Batsford;pdf;56.2;
Aperturas;Summerscale Aaron & Johnsen Sverre;Summerscale Aaron;2010;A Killer Chess Opening Repertoire;Ed Gambit;pdf;9.1;
Aperturas;Sveshnikov Evgeny & Sveshnikov Vladimir;Sveshnikov Evgeny;2018;Complete French Advance;Ed New in Chess;pdf;9.6;
Aperturas;Sveshnikov Evgeny;Sveshnikov Evgeny;2007;French Advance variation 1;Ed Edition Olms;pdf;11.4;
Aperturas;Sveshnikov Evgeny;Sveshnikov Evgeny;2007;French Advance variation 2;Ed Edition Olms;pdf;9.4;
Aperturas;Sveshnikov Evgeny;Sveshnikov Evgeny;2010;The Complete c3 Sicilian;Ed New in Chess;pdf;12;
Aperturas;Sveshnikov Evgeny;Sveshnikov Evgeny;2013;The Grand Prix Attack;Ed New in Chess;pdf;30.9;
Aperturas;Svetushkin Dmitry;Svetushkin Dmitry;2013;The Ultimate anti Grunfeld a White Repertoire;Ed Chess Stars;pdf;3.3;
Aperturas;Taimanov Mark;Taimanov Mark;1991;Winning With.the Sicilian;Ed Collier Books;pdf;5.4;
Aperturas;Tangborn Eric;Tangborn Eric;1993;The Complete Torre Attack;Ed Chess Enterprises;pdf;8.7;
Aperturas;Taulbut Shaun;Taulbut Shaun;1987;How to play The Ruy Lopez;Ed Batsford;pdf;5.1;
Aperturas;Taulbut Shaun;Taulbut Shaun;1991;How to Play the French Defence;Ed Batsford;pdf;14.9;
Aperturas;Taylor Dave & Hayward Keith;Taylor Dave;2009;Play the Ponziani;Ed Everyman;pdf;19.9;
Aperturas;Taylor Timothy;Taylor Timothy;1993;How to Defeat the Smith Morra Gambit. 6... a6;Ed Chess Enterprises;pdf;14.6;
Aperturas;Taylor Timothy;Taylor Timothy;2006;Beating the Kings indian and Grunfeld;Ed Everyman;pdf;5.6;
Aperturas;Taylor Timothy;Taylor Timothy;2010;Alekhine Alert;Ed Everyman;pdf;12.7;
Aperturas;Taylor Timothy;Taylor Timothy;2012;Slay the Sicilian;Ed Batsford;pdf;7;
Aperturas;Tomas M;Tomas M;1981;King's Indian Defence 4 Pawns Attack;Ed The Chess Player;pdf;11.7;
Aperturas;Toran Roman;Toran Roman;1958;La Defensa Holandesa;Ed Aguilera;pdf;31.2;
Aperturas;Tseitlin Mikhail & Glaskov Igor;Tseitlin Mikhail;1992;The Budapest for the Tournament Player;Ed Batsford;pdf;8.8;
Aperturas;Tseitlin Mikhail & Glaskov Igor;Tseitlin Mikhail;1992;The Complete Vienna;Ed Batsford;pdf;6.2;
Aperturas;Vaisser Anatoli;Vaisser Anatoli;1997;Beating the King's Indian and Benoni;Ed Batsford;pdf;3.5;
Aperturas;van der Sterren Paul;van der Sterren;2009;Fundamental Chess Openings;Ed Gambit;pdf;34;
Aperturas;van Rekom Jerry;van Rekom Jerry;2000;The Lion Variation in the Philidor's Defence C41;Ed Manten;pdf;7.9;
Aperturas;Varios;Varios;1997;The best ideas of 1996;Ed Coamer;pdf;3.9;
Aperturas;Varios;Varios;1999;YearBook;Ed New in Chess;pdf;7.5;
Aperturas;Varnusz Egon;Varnusz Egon;1990;Defensa Caro Kann;Ed Mr;pdf;13.9;086
Aperturas;Varnusz Egon;Varnusz Egon;1991;Play Anti Indian Systems;Ed The McMillan;pdf;15.2;
Aperturas;Vegh Endre;Vegh Endre;2004;Starting Out Modern Benoni;Ed Everyman;pdf;8.9;
Aperturas;Vera Reinaldo;Vera Reinaldo;2007;Chess Explained The Meran Semi Slav;Ed Gambit;pdf;46.5;
Aperturas;Vera Reinaldo;Vera Reinaldo;2008;Chess Explained The Nimzo Indian;Ed Gambit;pdf;2.6;
Aperturas;Vigorito David;Vigorito David;2008;Challenging the Nimzo Indian;Ed Quality Chess;pdf;27.7;
Aperturas;Vigorito David;Vigorito David;2008;Play the Semi Slav;Ed Quality Chess;pdf;12.4;
Aperturas;Vigorito David;Vigorito David;2009;Chess Explained The Main Line Slav;Ed Gambit;pdf;7.7;
Aperturas;Vigorito David;Vigorito David;2010;Attacking chess. The King's Indian. Volume 1;Ed Everyman;pdf;16.8;
Aperturas;Vigorito David;Vigorito David;2010;Understanding the Marshall Attack;Ed Gambit;pdf;7.4;
Aperturas;Vigorito David;Vigorito David;2011;Attacking chess. The King's Indian. Volume 2;Ed Everyman;pdf;8.3;
Aperturas;Vigorito David;Vigorito David;2011;The Sicilian Dragon;Ed Everyman;pdf;5.7;
Aperturas;Vigus James;Vigus James;2007;The Pirc in Black and White;Ed Everyman;pdf;26;
Aperturas;Vigus James;Vigus James;2008;Play the Slav;Ed Everyman;pdf;3;
Aperturas;Vitiugov Nikita;Vitiugov Nikita;2012;The French Defence;Ed Chess Stars;pdf;10;
Aperturas;Vitiugov Nikita;Vitiugov Nikita;2012;The French Defence Reloaded;Ed Nikita;pdf;10;
Aperturas;Ward Chris;Ward Chris;1999;Queens Gambit Accepted;Ed Batsford;pdf;8;
Aperturas;Ward Chris;Ward Chris;2002;Improve Your Opening Play;Ed Everyman;pdf;9.1;
Aperturas;Ward Chris;Ward Chris;2004;The Controversial Samisch King's Indian;Ed Batsford;pdf;7.3;
Aperturas;Watson John & Schiller Eric;Watson John;1995;The big book of busts;Ed Hypermodern Press;pdf;4.7;
Aperturas;Watson John;Watson John;1980;English 1.P-QB4 Symmetrical Variation;Ed Batsford;pdf;6.4;
Aperturas;Watson John;Watson John;1988;English 1 ... c5;Ed Batsford;pdf;4.3;
Aperturas;Watson John;Watson John;2001;The Gambit Guide to the Modern Benoni;Ed Gambit;pdf;6.8;
Aperturas;Watson John;Watson John;2006;Mastering the Chess Openings vol. 1;Ed Gambit;pdf;28.4;
Aperturas;Watson John;Watson John;2007;Mastering the Chess Openings vol. 2;Ed Gambit;pdf;27.4;
Aperturas;Watson John;Watson John;2008;Mastering the Chess Openings vol. 3;Ed Gambit;pdf;20.7;
Aperturas;Watson John;Watson John;2010;Mastering the Chess Openings vol. 4;Ed Gambit;pdf;19.2;
Aperturas;Watson John;Watson John;2012;A Strategic Chess Opening Repertoire for White;Ed Gambit;pdf;7.1;
Aperturas;Watson John;Watson John;2012;Play the French 4th Edicion;Ed Everyman;pdf;26.6;
Aperturas;Watson John;Watson John;2013;Repertorio para Blancas I Sistemas con 1.d4 y 2.c4;Ed La Casa del Ajedrez;pdf;23.2;
Aperturas;Watson John;Watson John;2013;Repertorio para Blancas II Sistemas con 1.d4 y 2.c4;Ed La Casa del Ajedrez;pdf;9.1;
Aperturas;Wells Peter;Wells Peter;1994;The Complete SemiSlav;Ed Batsford;pdf;5.5;
Aperturas;Wells Peter;Wells Peter;1998;The Complete Richter_Rauzer;Ed Batsford;pdf;8;
Aperturas;Wells Peter;Wells Peter;1998;The Scotch Game;Ed Batsford;pdf;9.6;
Aperturas;Wells Peter;Wells Peter;2006;Chess Explained. The Queen’s Indian;Ed Gambit;pdf;3.9;
Aperturas;Wells Peter;Wells Peter;2007;Grandmaster secrets Caro-Kann;Ed Gambit;pdf;8.9;
Aperturas;Williams Simon;Williams Simon;2003;Play The Classical Dutch;Ed Gambit;pdf;3.6;
Aperturas;Williams Simon;Williams Simon;2011;Attacking Chess, The French;Ed Everyman;pdf;9;
Aperturas;Wisnewski Christoph;Wisnewski Christoph;2007;Play 1...Nc6!;Ed Everyman;pdf;56.1;
Aperturas;Yakovich Yury;Yakovich Yury;2004;Play the 4 f3 NimzoIndian;Ed Gambit;pdf;3.6;
Aperturas;Yakovich Yury;Yakovich Yury;2005;The Complete Sveshnikov Sicilian;Ed Gambit;pdf;12.2;
Aperturas;Yermolinsky Alex;Yermolinsky Alex;2005;Chess Explained. The Classical Sicilian;Ed Gambit;pdf;47.3;
Aperturas;Yrjola & Tella;Yrjola  Tella;2001;An Explosive Chess Opening Repertoire for Black;Ed Gambit;pdf;7.5;
Aperturas;Yrjola & Tella;Yrjola  Tella;2003;The Queen’s Indian;Ed Gambit;pdf;14.1;
Aperturas;Yudovich Mikhail;Yudovich Mikhail;1986;Spanish Without ...a6;Ed Batsford;pdf;2.7;
Aperturas;Yudovich Mikhail;Yudovich Mikhail;1989;The Gambit;Ed Planeta Publishers;pdf;225.7;
Aperturas;Yusupov Arthur;Yusupov Arthur;1994;Defensa Petrov;Ed Ajedrez Internacional;pdf;26.9;
Aperturas;Yusupov Arthur;Yusupov Arthur;1999;The Petroff Defence;Ed Edition Olms;pdf;9.3;
Aperturas;Zagorovsky Vladimir;Zagorovsky Vladimir;1982;Romantic Chess Openings;Ed Batsford;pdf;2.1;
Aperturas;Zdenko Kozul & Jankovic Alojzije;Zdenko Kozul;2014;The Richter Rauzer Reborn;Ed Thinkers Publishing;pdf;4.5;
Cursos de Ajedrez;Alburt Lev & Parr Larry;Alburt Lev;2003;Secrets of the Russian Chess Masters Vol 1;Ed Norton;pdf;14.4;
Cursos de Ajedrez;Alburt Lev & Parr Larry;Alburt Lev;2003;Secrets of the Russian Chess Masters Vol 2;Ed Norton;pdf;9.6;
Cursos de Ajedrez;Alekhine Alexander;Alekhine Alexander;1944;Curso de ajedrez a Arturo Pomar;Ed Aguilera;pdf;2.3;
Cursos de Ajedrez;Barreras García Alberto;Barreras García Alberto;2006;El Camino a la Maestría;Ed Hispamer;pdf;32;
Cursos de Ajedrez;Beliavsky Alexander & Mikhalchishin Adrian;Beliavsky Alexander;2017;Chess From Beginner to Grandmaster;Ed Chess Raiders;pdf;12.1;
Cursos de Ajedrez;Brunia Rob & Cor Van Wijgerden;Brunia Rob;2009;Learning Chess Workbook Step 1;Ed KNSB;pdf;16.5;
Cursos de Ajedrez;Brunia Rob & Cor Van Wijgerden;Brunia Rob;2009;Learning Chess Workbook Step 2;Ed KNSB;pdf;20.8;
Cursos de Ajedrez;Brunia Rob & Cor Van Wijgerden;Brunia Rob;2010;Learning Chess Workbook Step 3;Ed KNSB;pdf;12.1;
Cursos de Ajedrez;Brunia Rob & Cor Van Wijgerden;Brunia Rob;2010;Learning Chess Workbook Step 4;Ed KNSB;pdf;4.7;
Cursos de Ajedrez;Brunia Rob & Cor Van Wijgerden;Brunia Rob;2011;Learning Chess Workbook Step 5;Ed KNSB;pdf;16.4;
Cursos de Ajedrez;Brunia Rob & Cor Van Wijgerden;Brunia Rob;2011;Learning Chess Workbook Step 6;Ed KNSB;pdf;6.2;
Cursos de Ajedrez;Chandler, Kopec, Morrison, Davies, Mullen;Chandler, Kopec, Morrison,;1987;Ajedrez magistral;Ed Mr;pdf;9.8;080.
Cursos de Ajedrez;Curry Ron;Curry Ron;1995;Win at Chess;Ed Thinkers Press;pdf;10.5;
Cursos de Ajedrez;de la Villa Jesús;de la Villa;1995;Curso de Ajedrez 1 Cuaderno del profesor;Ed SC;pdf;5.5;
Cursos de Ajedrez;de la Villa Jesús;de la Villa;1996;Curso de Ajedrez 1 Cuaderno del alumno;Ed SC;pdf;16.2;
Cursos de Ajedrez;de la Villa Jesús;de la Villa;1996;Curso de Ajedrez 2 Cuaderno del alumno;Ed SC;pdf;18.6;
Cursos de Ajedrez;de la Villa Jesús;de la Villa;1997;Curso de Ajedrez 3 Cuaderno del alumno;Ed SC;pdf;24.7;
Cursos de Ajedrez;de la Villa Jesús;de la Villa;1999;Curso de Ajedrez 4 Cuaderno del alumno;Ed SC;pdf;31.6;
Cursos de Ajedrez;Diversos;Diversos;2011;Curso Audiovisual de Ajedrez 1-10;Ed El Mundo;pdf;104.9;
Cursos de Ajedrez;Diversos;Diversos;2011;Curso Audiovisual de Ajedrez 11-20;Ed El Mundo;pdf;230.2;
Cursos de Ajedrez;Diversos;Diversos;2011;Curso Audiovisual de Ajedrez 21-30;Ed El Mundo;pdf;308.7;
Cursos de Ajedrez;Diversos;Diversos;2011;Curso Audiovisual de Ajedrez 31-40;Ed El Mundo;pdf;315.1;
Cursos de Ajedrez;Garméndez Florentino &  Carlos Garméndez;Garméndez Florentino;2010;Ajedrez del Futuro;Ed Garméndez;pdf;2;
Cursos de Ajedrez;Garméndez Florentino;Garméndez Florentino;2005;El ajedrez del futuro 2005;Ed Garméndez;pdf;1.6;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;1996;Tratado General de Ajedrez Tomo I. Rudimentos;Ed Ediciones Colihue;pdf;14.2;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;1996;Tratado General de Ajedrez Tomo II. Táctica;Ed Ediciones Colihue;pdf;22;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;1996;Tratado General de Ajedrez Tomo III. Conformación de peones;Ed Ediciones Colihue;pdf;16.4;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;1996;Tratado General de Ajedrez Tomo IV. Estrategía Superior;Ed Ediciones Colihue;pdf;16.4;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;2000;Tratado general de ajedrez I Rudimentos;Ed La Casa del Ajedrez;pdf;34.1;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;2000;Tratado general de ajedrez II Táctica y Estrategia;Ed La Casa del Ajedrez;pdf;25.3;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;2000;Tratado general de ajedrez III Conformaciones de peones;Ed La Casa del Ajedrez;pdf;20.7;
Cursos de Ajedrez;Grau Roberto;Grau Roberto;2000;Tratado general de ajedrez IV Estrategia superior;Ed La Casa del Ajedrez;pdf;16;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1984;Kasparov Teaches Chess;Ed Batsford;pdf;3;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1990;Curso Completo Vol 1;Ed planeta de agostini;pdf;7;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1990;Curso Completo Vol 2;Ed planeta de agostini;pdf;7.5;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1990;Curso Completo Vol 3;Ed planeta de agostini;pdf;8.4;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1990;Curso Completo Vol 4;Ed planeta de agostini;pdf;13.1;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1990;Curso Completo Vol 5;Ed planeta de agostini;pdf;8.9;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1990;Curso Completo Vol 6;Ed planeta de agostini;pdf;5.9;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1990;Curso completo Vol 7;Ed planeta de agostini;pdf;21.3;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1999;La pasión del ajedrez 01 Curso y Test Nivel Básico;Ed Salvat;pdf;27.5;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1999;La pasión del ajedrez 02 Curso y Test Nivel Avanzado;Ed Salvat;pdf;29.5;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1999;La pasión del ajedrez 03 Ejercicios basico y avanzado;Ed Salvat;pdf;13.2;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1999;La pasión del ajedrez 04 Partidas Inmortales;Ed Salvat;pdf;20.6;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;1999;La pasión del ajedrez 05 Galeria de Campeones;Ed Salvat;pdf;19.5;
Cursos de Ajedrez;Kasparov Garry;Kasparov Garry;2014;24 Lecciones de Ajedrez;Ed Hispano Europea;pdf;4.5;
Cursos de Ajedrez;Lasker Emmanuel;Lasker Emmanuel;1928;Curso de Ajedrez;Ed Bouret;pdf;10.6;
Cursos de Ajedrez;Maizelis Ilya;Maizelis Ilya;2014;The Soviet Chess Primer;Ed Batsford;pdf;11.2;
Cursos de Ajedrez;Marler Roger;Marler Roger;2011;101 Killer Chess Strategies;Ed Ebook;pdf;8.8;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 1);Ed RedEscolar;pdf;5;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 2);Ed RedEscolar;pdf;2.1;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 3);Ed RedEscolar;pdf;4.3;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 5);Ed RedEscolar;pdf;2.1;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 6);Ed RedEscolar;pdf;2.6;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 7);Ed RedEscolar;pdf;4.5;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 8);Ed RedEscolar;pdf;3.9;
Cursos de Ajedrez;Ocampo Raúl;Ocampo Raúl;2010;El Juego es pensar (Parte 9);Ed RedEscolar;pdf;3.9;
Cursos de Ajedrez;Pandolfini Bruce;Pandolfini Bruce;1989;Weapons of Chess;Ed Simon & Schuster;pdf;19;
Cursos de Ajedrez;Pandolfini Bruce;Pandolfini Bruce;1992;Pandolfini's Chess Complete;Ed Simon & Schuster;pdf;2.6;
Cursos de Ajedrez;Reinfeld Fred;Reinfeld Fred;1939;Chess Mastery;Ed Pitman;pdf;2.9;
Cursos de Ajedrez;Reinfeld Fred;Reinfeld Fred;1985;Como triunfar en el ajedrez en dos semanas;Ed Diana;pdf;16.7;
Cursos de Ajedrez;Reti Richard;Reti Richard;1973;Curso Científico de Ajedrez;Ed Aguilera;pdf;4;
Cursos de Ajedrez;Reuter Willian;Reuter Willian;1998;Winning With Reverse Chess Strategy;Ed Thinkers Press;pdf;7.8;
Cursos de Ajedrez;Russek Guil;Russek Guil;2011;Manual para el entrenador de ajedrez, Nivel 1;Ed Sicced;pdf;0.2;
Cursos de Ajedrez;Russek Guil;Russek Guil;2011;Manual para el entrenador de ajedrez, Nivel 2;Ed Sicced;pdf;2.1;
Cursos de Ajedrez;Russek Guil;Russek Guil;2017;Manual de Ajedrez 1;Ed Club de Ajedrez;pdf;0.9;
Cursos de Ajedrez;Russek Guil;Russek Guil;2017;Manual de Ajedrez 2;Ed Club de Ajedrez;pdf;1.5;
Cursos de Ajedrez;Russek Guil;Russek Guil;2017;Manual de Ajedrez 3;Ed Club de Ajedrez;pdf;2.4;
Cursos de Ajedrez;Schiller Eric;Schiller Eric;2002;Development of a Chess Master;Ed Cardoza;pdf;12.1;
Cursos de Ajedrez;Short Nigel;Short Nigel;1994;Sobre el Ajedrez;Ed Paidotribo;pdf;19.9;
Cursos de Ajedrez;Short Nigel;Short Nigel;2001;Aprenda ajedrez;Ed Paidotribo;pdf;3.2;
Cursos de Ajedrez;Smirnov Igor;Smirnov Igor;2013;Calcular hasta el mate;Ed Pekcha;pdf;7.1;
Cursos de Ajedrez;Smirnov Igor;Smirnov Igor;2013;Self Taught Grandmaster;Ed Pekcha;pdf;1.7;
Cursos de Ajedrez;Smirnov Igor;Smirnov Igor;2013;Your Winning Plan;Ed Pekcha;pdf;1.4;
